"episode_num","episode","comment_txt","username","likes","reply","likes_per_ep"
"#24","Further South ","I feel sorry for Lily but I can't blame the dude for kicking her out because of what she did. *sigh* My mind feels so conflicted. ","Lily23","10",FALSE,"247"
"#24","Further South ","She needs to stop making herself out to be the victim. She probably damned the chances of that boy ever having a normal stable life due to one bad decision and all she’s thinking about is how some sorry SOB rejected her. “How am I going to be accepted blah blah blah...”Never mind a fifteen year old is either going to be stuck behind bars or thrown in the system again because of her. Sis needs to get her priorities in check and stop making everything about her....","Honin Akecheta","12",FALSE,"247"
"#24","Further South ","But when she was talking to the dude she WAS focused on the fact that she screwed up, I feel like the only reason why the other stuff was talking about being accepted is because of the way the guy told her he didn’t wanna be involved with her. ","RedtheGreyFox","0",TRUE,"247"
"#24","Further South ","LILY IS A KWEEN","gilleanfryingpan","5",FALSE,"247"
"#24","Further South ","Oh well, it’s his loss! Ain’t got no time for transphobes:-)","Arlyeigh","13",FALSE,"247"
"#24","Further South ","how is he a transphobe??","blazethecool","8",TRUE,"247"
"#24","Further South ","Because he didn’t want to continue dating her because he thought of her as a man, he even said “I’m not gay”. Which is stupid, because she’s a woman.","gilleanfryingpan","4",TRUE,"247"
"#24","Further South ","He is a man. He will always be a man. You can't change your DNA.","Talsong Kingslayer","3",TRUE,"247"
"#24","Further South ","@Talsong Kingslayer SHE is not a man. SHE is a trans Woman! You need to do some studying up on what that means, because if you did you would know that there is a part of the brain that tells you who/what you are, and in transgender people that part of the brain tells them the opposite of what they were born as. A trans-males brain looks the same as a cis-males brain. A trans-females brain looks the same as a cis-females brain. DO SOME RESEARCH ","RedtheGreyFox","4",TRUE,"247"
"#24","Further South ","Oh I did plenty of research and that has not been peer reviewed at all. The \"research\" is not supported at all. But nice try.","Talsong Kingslayer","0",TRUE,"247"
"#24","Further South ","Oh no. I understand how he feels but she is a woman now. Oh this is breaking my heart. ","AzureDragon","22",FALSE,"247"
"#24","Further South ","and its not the same and you know it","blazethecool","6",TRUE,"247"
"#25","Everyone Loves a Party ","The dad said in an earlier episode that he DIDN'T tell his ex he was positive and he was worried about his 4yr old. So he's possibly the reason the mom has it. UNLESS she was the one on the low and gave it to him!","Tyrkie","7",FALSE,"232"
"#25","Everyone Loves a Party ","Those faces are such MOODS","gilleanfryingpan","3",FALSE,"232"
"#25","Everyone Loves a Party ","The little girls face is me 24/7","ConfusedCookie","8",FALSE,"232"
"#25","Everyone Loves a Party ","Elena, isn’t that the girl at the fashion course who does have HIV?","19danny15","11",FALSE,"232"
"#25","Everyone Loves a Party ","Yeah the one that Lily became friends with","Gabby Gonzalez","1",TRUE,"232"
"#25","Everyone Loves a Party ","The girls face at the end tho.","couchpotatoe25000","10",FALSE,"232"
"#26","The Baby is a Comin","Yay the baby will be fine!","meliherenow","0",FALSE,"259"
"#26","The Baby is a Comin","omg I love understanding doctors <U+2764>","CopperMortar","7",FALSE,"259"
"#26","The Baby is a Comin","I wonder if she gave it to him or if he gave it to her, but I wonder if it really matters at all ","K9glacier","2",FALSE,"259"
"#26","The Baby is a Comin","It's a shame she feels she couldn't tell the grandma. I hope she's had the 4yr old tested.","Tyrkie","7",FALSE,"259"
"#26","The Baby is a Comin","The doctor is so nice :)","gilleanfryingpan","15",FALSE,"259"
"#26","The Baby is a Comin","I love this a lot. the art is pretty. and the stories are relatable to me. keep it up","Kiera Smith","18",FALSE,"259"
"#27","Warm Welcome? Not So Much. ","Why are people so negative about aids? ","Eden Spiva","6",FALSE,"236"
"#27","Warm Welcome? Not So Much. ","So I just said “watch yo profanïty, and the “anïty” is being bleeped out!! See? Prof***. Anity. A N I T Y. ANITY. What does *** mean? I can say fuck on here, but not ***?","gilleanfryingpan","13",FALSE,"236"
"#27","Warm Welcome? Not So Much. ","I laughed way too hard at this comment ",".•°Assasymphony°•.","4",TRUE,"236"
"#27","Warm Welcome? Not So Much. ","prof*** ","Grae Lyld","1",TRUE,"236"
"#27","Warm Welcome? Not So Much. ","bruhhh","Grae Lyld","0",TRUE,"236"
"#27","Warm Welcome? Not So Much. ","prof***","Black Rose4","0",TRUE,"236"
"#27","Warm Welcome? Not So Much. ","watch yo profanïty","gilleanfryingpan","5",FALSE,"236"
"#27","Warm Welcome? Not So Much. ","and now i dont like the grandmother. i know thats his daughter but he literally has no place to take her so now this woman's child to different places of people she dont even know while shes in the process of giving birth. abuela is inconsiderate","neftana23","13",FALSE,"236"
"#27","Warm Welcome? Not So Much. ","So he gave HIV to the mom who is having the baby. I thought these were separate stories, but I kinda like the all fused","19danny15","24",FALSE,"236"
"#27","Warm Welcome? Not So Much. ","We don't know how each of them contracted HIV, it could of been two unrelated things. It seems that they both don't know about the other's status. ","CopperMortar","0",TRUE,"236"
"#27","Warm Welcome? Not So Much. ","i don't understand these parents. I mean I understand these people exist and how they think,its a kind of thinking i dont understand how one could actually fully back up though. To fully disown your own child over little things in the big picture... Why can't parents just accept the dice rolls and coin flips of life don't always go how they want.","coyowolf TMT","34",FALSE,"236"
"#27","Warm Welcome? Not So Much. ","Because they want thing their own way, they are not open to what can happen to life. ","AoiYeyi","3",TRUE,"236"
"#27","Warm Welcome? Not So Much. ","Could depend on what they did that made the parent bitter toward them. If the parent raised them well but the child still turns out horrible because of personality conflict-like the parent telling the child to stay away from something but the child does it anyway, there’s not much that can be done","Mugly Mae","0",TRUE,"236"
"#28","Prayers","If you see a hate comment hit the report link to the right of the username and date. Don't feed the trolls by commenting to them. Report them and move along. ","CopperMortar","6",FALSE,"254"
"#28","Prayers","Awwww, I hope the girl is safe with her papi!!","gilleanfryingpan","4",FALSE,"254"
"#28","Prayers","fuck gays","-_<U+0001F60E>_-","0",FALSE,"254"
"#28","Prayers","you heard me","-_<U+0001F60E>_-","0",TRUE,"254"
"#28","Prayers","Sorry, I only fuck men with class.","gilleanfryingpan","9",TRUE,"254"
"#28","Prayers","if you don't have anything nice to say don't say anything at all, b*tch","hoodiepaws","4",TRUE,"254"
"#28","Prayers","fuck all of you and the gays","-_<U+0001F60E>_-","0",TRUE,"254"
"#28","Prayers","Haha nice listen you fuck ing nigge r gays should be exterminated along with jews and you included you dumb fuck ","-_<U+0001F60E>_-","0",TRUE,"254"
"#28","Prayers","fuck you ","-_<U+0001F60E>_-","0",TRUE,"254"
"#28","Prayers","oh I didn't notice that typed that  but to be honest with you I do in fact not like homosexuals and I do think it is just an unholy act but the thing about Jews and black people I don't mean any of that I do advise you sir to look it up and see all the diseases and other things that this so called right created I advise you and I am not joking for even a second, to get in touch with God. be open minded and look at all the religions I want what's best for you man sorry for being a bit rude before","-_<U+0001F60E>_-","0",TRUE,"254"
"#28","Prayers","na is all cool lol I get what your saying it's good to have an open mind but I just hope that you take some of my words and help your self feel and be a better person by following what I said lol I don't want you to think I am like this religious leader or anything but I think if I changed the life of at least one person I would be happy with that that's all I wanted to say and have a nice life ","-_<U+0001F60E>_-","0",TRUE,"254"
"#28","Prayers","hey I'm not in any place to judge you no one in this world can judge you except God and yes have a nice day","-_<U+0001F60E>_-","0",TRUE,"254"
"#28","Prayers","reported","KatiekatxKZ","5",TRUE,"254"
"#28","Prayers","At least the baby is healthy ","19danny15","16",FALSE,"254"
"#28","Prayers","depends on how big your dick is","Juliette owo","0",TRUE,"254"
"#28","Prayers","Hit report and ignore the troll. ","CopperMortar","2",TRUE,"254"
"#29","A Place to Stay, Plan C","Oh no!! He's gonna go to jail?","Wizardsaint","2",FALSE,"248"
"#29","A Place to Stay, Plan C","I respect the dad. He'll do whatever it takes to make sure the daughter has a good & safe night.","Lily23","5",FALSE,"248"
"#29","A Place to Stay, Plan C","Thank you for the author's note!","CopperMortar","1",FALSE,"248"
"#29","A Place to Stay, Plan C","The dad is a good guy at heart <U+2665><U+FE0F><U+2665><U+FE0F>","gilleanfryingpan","6",FALSE,"248"
"#29","A Place to Stay, Plan C","Now that’s sweet ","19danny15","6",FALSE,"248"
"#30","You Just Gonna Put My Business Out There?","HIPAA!!! Medical people are not to ever discuss your medical information to ANYONE with out your consent. That nurse would loose her license and the hospital could be sued to hell and back. Know your rights and don't let bigots exploit you. EDIT: In the USA if you don't like your nurse (for any reason) you can ask for a different nurse. ","CopperMortar","14",FALSE,"248"
"#30","You Just Gonna Put My Business Out There?","Noooooooo!!!","gilleanfryingpan","2",FALSE,"248"
"#30","You Just Gonna Put My Business Out There?","HIPAA dude, shes gonna get fined thousands if there is a suit and possibly jail time.","Tabitha Douglas","27",FALSE,"248"
"#30","You Just Gonna Put My Business Out There?","okay that nurse would be fired immediately. that's a huge law she just broke.","<U+0001F5A4>teasipper<U+0001F5A4>","42",FALSE,"248"
"#30","You Just Gonna Put My Business Out There?","id fight that rude b*tch","neftana23","12",FALSE,"248"
"#30","You Just Gonna Put My Business Out There?","That nurse is about to be sued","Chehalis Ana","31",FALSE,"248"
"#30","You Just Gonna Put My Business Out There?","Well shit","sausage172000","11",FALSE,"248"
"#30","You Just Gonna Put My Business Out There?","Shit is about to hit the fan ","19danny15","10",FALSE,"248"
"#30","You Just Gonna Put My Business Out There?","Clearly tact and regard for patience privacy aren't a concern for this nurse. Fire her.","coyowolf TMT","56",FALSE,"248"
"#30","You Just Gonna Put My Business Out There?","I hate that nurse ","Hanna Anabui","27",FALSE,"248"
"#31","Cute Baby, But the Nurse Sucks! ","That nurse just committed so many HIPAA violations...","caitlynscrypt","4",FALSE,"252"
"#31","Cute Baby, But the Nurse Sucks! ","So she can get free healthcare after suing the nurse! ","Mugly Mae","15",FALSE,"252"
"#31","Cute Baby, But the Nurse Sucks! ","FUCK THE REDHEAD","gilleanfryingpan","8",FALSE,"252"
"#31","Cute Baby, But the Nurse Sucks! ","yex sis that silly red head heaux can get cut periodt","intorversive","1",TRUE,"252"
"#31","Cute Baby, But the Nurse Sucks! ","Just binged the whole series so far. I love it! Please keep writing these stories <U+2764><U+FE0F>","wam_silson","6",FALSE,"252"
"#31","Cute Baby, But the Nurse Sucks! ","I REALLY hope everything works out for Lily..","sausage172000","10",FALSE,"252"
"#31","Cute Baby, But the Nurse Sucks! ","I hope they give it another try","19danny15","6",FALSE,"252"
"#31","Cute Baby, But the Nurse Sucks! ","Forget you redhead.","IrisPrestidge","10",FALSE,"252"
"#31","Cute Baby, But the Nurse Sucks! ","Well than","Beef Thief ","6",FALSE,"252"
"#31","Cute Baby, But the Nurse Sucks! ","that nurse is rude af","Hanna Anabui","22",FALSE,"252"
"#32","WORLD AIDS DAY!!!","honestly this is my new favorite comic it talks about real stuff in the world and i love it.","just your avrageweeb","50",FALSE,"289"
"#32","WORLD AIDS DAY!!!","Thanks to Featured, I discovered this comic and I love it! Keep up the amazing work, author, and keep on being realistic with the topics! <U+2764>","Gabby Gonzalez","44",FALSE,"289"
"#32","WORLD AIDS DAY!!!","This really hits home for me. I work at a clinic in Nebraska called NAP and I’ve helped with testing and counseling and the experiences have been eventful from tears of sadness to ones of joy. This comic of course spreads awareness but it sends nice messages too ","pompouswaffles","42",FALSE,"289"
"#32","WORLD AIDS DAY!!!","Very interesting comic! It's quickly become one of my favourites on the site.","Elnie","1",FALSE,"289"
"#32","WORLD AIDS DAY!!!","I absolutely love this comic I love how it informs people about Truvada and Prep I work for AHF and their sister organization ACQC . When I tell you every day people are positive. and this should all be basic knowledge but isn't taught the way it should be in schools. I have to share this <U+2764><U+FE0F>","LilMarsz","1",FALSE,"289"
"#32","WORLD AIDS DAY!!!","tbh I don't have these problems but this comic shows me how it feels to be like them. ","Silly_Bill","1",FALSE,"289"
"#32","WORLD AIDS DAY!!!","So as a straight white cis guy many of the things this comic talks about are foreign to me. However the way the story is presented does a great job  of showing me the \"other side\". Things like this are a brilliant and I love how the story strikes a balance of good and bad. I also appreciate that the story is not pushing out tones of \"your straight go away\" instead I feel educated and enlightened. My best friend from preschool is a trans-woman and  I would never dream of cutting her from my life.","David L.S. Shaw","5",FALSE,"289"
"#32","WORLD AIDS DAY!!!","bless the person who made this ","Ella The Robloxian Unicorn","2",FALSE,"289"
"#32","WORLD AIDS DAY!!!","I was raped by an armed man at work one day. There was the initial horror of the attack during it, and then the horror that followed it. One of those things that loomed over me after was: What if I have now contracted HIV or another type of disease? How will it effect my health, relationship, and just honestly my whole life? After prophylaxis treatment and continuous testing I was told that I was negative. It really put me into perspective on how people with those diseases live a little. ","only900more2go","8",FALSE,"289"
"#32","WORLD AIDS DAY!!!","Thank you for sharing your story. We’re terrible sorry you had to go through. Post Exposure Prophylaxis (PEP) has been god sent for a lot of people. For anyone reading this, PEP is a medication people who are HIV negative can take if they are exposed to HIV. If taken with in 72 hours of exposure it reduces the chance of contracting HIV by 98%. Learn more here https://www.cdc.gov/hiv/basics/pep.html","TESTED @YGetIt on IG","6",TRUE,"289"
"#32","WORLD AIDS DAY!!!","Typical gays. always having sex wherever and whenever","OthoTheQrow","0",TRUE,"289"
"#32","WORLD AIDS DAY!!!","What gays? Please elaborate on how gays and your homophobia has anything to do with this post. ","only900more2go","3",TRUE,"289"
"#32","WORLD AIDS DAY!!!","This webtoon deserves more recognition and i cant believe i didn’t find it earlier. I enjoy how it really reflects human struggles and human nature. (and the Hamilton references) Keep it up!!","_ohmymarauder","8",FALSE,"289"
"#32","WORLD AIDS DAY!!!","wow. my birthday is world aids day.","Jessica","5",FALSE,"289"
"#32","WORLD AIDS DAY!!!","Me too :)","Nthamari Baimpwi","1",TRUE,"289"
"#32","WORLD AIDS DAY!!!","So is my uncles","gilleanfryingpan","1",TRUE,"289"
"#32","WORLD AIDS DAY!!!","wait I'm really confused about this \"detectable\" thing, or how HIV can become aids. can you touch on this in the comic?","pockyrin","4",FALSE,"289"
"#32","WORLD AIDS DAY!!!","Detectable refers to the amount of HIV virus present in the blood. Over a certain amount is \"detectable\" by current testing methods. This is significant because, once people are undetectable, or the amount of virus in the blood is very low, they can live a normal life and CAN NOT pass on the virus to their partners through sex. https://bit.ly/2LP0h9J  We talk about everything that comes up in the comic in more depth @ygetit on Instagram. Check us","TESTED @YGetIt on IG","9",TRUE,"289"
"#32","WORLD AIDS DAY!!!","i think this comic is a really good thing, it helps spread awareness. its one of thise things in school youre told is bad, but no one really goes into details in whats it really about. or how the lives of others are effected. Thank you. ive had a few friends that were diagnosed snd threw out of thier homes. please continue","Lady Sheep","9",FALSE,"289"
"#32","WORLD AIDS DAY!!!","Thanks for the kind words.","TESTED @YGetIt on IG","3",TRUE,"289"
"#32","WORLD AIDS DAY!!!","I like your comic a lot, keep writing <U+270D><U+FE0F>","19danny15","6",FALSE,"289"
"#32","WORLD AIDS DAY!!!","Thank god these disgusting gays have to suffer because of their ignorance","OthoTheQrow","3",FALSE,"289"
"#32","WORLD AIDS DAY!!!","Wow you're ignorant, you do realize straight people can get it too right..?","sa<U+057C><U+029D>a<U+028F><U+028F>","10",TRUE,"289"
"#32","WORLD AIDS DAY!!!","Wow, “disgusting gays”?You sir, belong in the comic.","sausage172000","8",TRUE,"289"
"#32","WORLD AIDS DAY!!!","That would be great, kyle. I'd kill every single one of these disgusting filth","OthoTheQrow","0",TRUE,"289"
"#32","WORLD AIDS DAY!!!","In the U.S. HIV disproportionately affects gay and bisexual men because we don't support them. But in other countries heterosexual couples are the ones most affected by HIV. Do you think they also need to suffer?","Chehalis Ana","6",TRUE,"289"
"#32","WORLD AIDS DAY!!!","REPORT THIS GUYS.","only900more2go","7",TRUE,"289"
"#32","WORLD AIDS DAY!!!","I love how your name is HomoPHOBIC, you are proud of your irrational fear of people who do not affect your life. Good for you!!","gilleanfryingpan","1",TRUE,"289"
"#32","WORLD AIDS DAY!!!","Why are you reading this if you don’t like it?","gilleanfryingpan","2",TRUE,"289"
"#33","No Punches Held ","She should’ve given him another chance, a daughter should have a good relationship with her father and his family ","19danny15","4",FALSE,"254"
"#33","No Punches Held ","It's cool that you think that, but a lot of my friends grew up without fathers and turned out just fine. Isn't no relationship always better that a toxic one too? I think that no father figure is better than a bad one honestly.","UnfortunatelyAlive","7",TRUE,"254"
"#33","No Punches Held ","Well I mean it isn’t right that Luis give her hiv but she was stupid to get talked out of not wearing protection but at the the end of the day you made mistakes and now you have to pay for them at least he told you he was the one who gave it to you instead of just leaving you clueless ","Queen_Tori_Tori","5",FALSE,"254"
"#33","No Punches Held ","exactly she cant blame him for having another child with a felon. thats all on her and she needs to also accept her fault in things too ","neftana23","2",TRUE,"254"
"#33","No Punches Held ","Awwww","ChickenNuggetMan","2",FALSE,"254"
"#33","No Punches Held ","“ Luis is my dealer “ damn","PeachyBoi","9",FALSE,"254"
"#33","No Punches Held ","This comic it the BOMB!!!","McGee17","8",FALSE,"254"
"#33","No Punches Held ","This lady is literally proof that you can find something good in a bad situation with the right support","Bad_Wolf_Rose","17",FALSE,"254"
"#33","No Punches Held ","I'm glad Elena's mother change her behavior and it's going to support her. ","AoiYeyi","14",FALSE,"254"
"#33","No Punches Held ","I’m so glad her Abuela is supportive. “You’re the love of my life, no matter what” reading that made me want to cry","Raine Sanders","42",FALSE,"254"
"#33","No Punches Held ","Phbt paahahhhahahahahahahah","Ivivion","8",FALSE,"254"
"#33","No Punches Held ","“Luis is my dealer” What a way to meet someone.","gilleanfryingpan","42",FALSE,"254"
"#34","Work With Me Here!!","I relate with Elena so hard. When I was 17, minus the part about the kids similar situation happened. Only my 21 year old boyfriend knew he was positive. I’ve tested negative multiple times. But it’s still eye opening. ","BeckStar3000","9",FALSE,"238"
"#34","Work With Me Here!!","Thank you so much for sharing your story.  Please seek recommendation from your medical provider. There are ways to protect yourself from risk in this situation. PrEP is a daily medication HIV negative people can take to reduce their risk of transmission.  If you are exposed to HIV you can use PEP within 72 hours of exposure reduce your risk. Please check the following links for more information. Get PrEP https://bit.ly/2zIHrqe get PEP https://bit.ly/2FIJ4","TESTED @YGetIt on IG","4",TRUE,"238"
"#34","Work With Me Here!!","Life happens man, especially at lower income levels when there isnt always money for things like sitters. It’s super rough that this is the cycle things get into ","K9glacier","2",FALSE,"238"
"#34","Work With Me Here!!","this is such a good webtoon omg I love it","littleacecutie","1",FALSE,"238"
"#34","Work With Me Here!!","Damn, they should let it slide, I mean being a good parent is parts of being a good citizen. As the matter of the fact he DIDN'T do anything wrong! ","AoiYeyi","14",FALSE,"238"
"#34","Work With Me Here!!","Rules are rules. Obviously he can't follow basic rules. If he could, he won't have a parole officer. If you mess up so badly you end up in jail and with a parole officer, you obviously can't handle being an adult and thus need someone to held your hand and punish you when you mess up.","Talsong Kingslayer","1",TRUE,"238"
"#34","Work With Me Here!!","And yes, he did do something wrong. Parolees are required to check into half way houses before curfew. If you break curfew, you broke the guidelines of your parole and thus need to be punished. ","Talsong Kingslayer","1",TRUE,"238"
"#34","Work With Me Here!!","No one can catch a break in this series ","Arlyeigh","16",FALSE,"238"
"#34","Work With Me Here!!","Heck","gilleanfryingpan","6",FALSE,"238"
"#34","Work With Me Here!!","He’s still a jerk, but I’m glad he was willing to violate parole if it meant he could take care of his daughter","AwKanon","28",FALSE,"238"
"#34","Work With Me Here!!","but i feel thats not fair to him. they knew his situation and if they didnt y would u let ur granddaughter with him. he could go back to jail. the grandmother should have found someone else to watch the daughter","neftana23","5",TRUE,"238"
"#35","Things to Consider","One small but important thing: the doctor should say before we *discharge* you, not release. If someone is “released” from a hospital, that means they were being held they against their will (typically happens in psychiatric wards although not exclusively)","Loose Squid","1",FALSE,"246"
"#35","Things to Consider","I understand the girl saying that stuff because it means she doesn’t understand and is parroting the grandmother. But the grandmother needs to shut it and leave Elena alone.","Mugly Mae","3",FALSE,"246"
"#35","Things to Consider","This WEBTOON is important ","give me a dam egg","6",FALSE,"246"
"#35","Things to Consider","Thanks for reading :)","Dan Ekis","2",TRUE,"246"
"#35","Things to Consider","Can’t wait for the next episode, really think Luis should be given another chance","19danny15","3",FALSE,"246"
"#35","Things to Consider","I'm glad Elena also explain to her daughter about she having HIV. That's is also super important, because that way Amanda can help her and understand a little what she's going through.","AoiYeyi","5",FALSE,"246"
"#35","Things to Consider","She needs stability and support full time, he's not going to do that and in the long run that's going to cause a lot of harm for everyone. she needs to just be in a positive environment without the drama and no pushing these ideas of \"she needs him\" especially when he's toxic.","°•Mariella•°","11",FALSE,"246"
"#35","Things to Consider","good thing she's receiving support, but having Amanda's father moving in would be awful, He doesn't seem to be very responsible yet. Sadly in some people's minds is better to have a companion even if the relationship is bad than being single and in a better mental state. ","hieimitha","23",FALSE,"246"
"#35","Things to Consider","I think instead of having Amanda's dad move in, elena should find a good man who has a clean job not a felon. she should start over. but i doubt it's going to be easy, given the fact that she has hiv","QuirkyMika","17",FALSE,"246"
"#35","Things to Consider","I want Amanda to still see her father, but that doesn’t mean that he should move in. I get to see my dad every other weekend, because he lives in a different city, and that’s fine. Their father is also not able to support Amanda right now, so I feel that after he is fully released, him and the mom should talk with someone about the layout for when the kids with see each parent.","gilleanfryingpan","14",FALSE,"246"
"#35","Things to Consider","I wish they would stop pressuring her about her baby daddy coming to live with them. If someone gave me a permanent STI I would never speak to them again. There is just too much pain there. EDIT: STI stands for Sexually Transmitted Illness, you whack a mole. ","EnMc","26",FALSE,"246"
"#35","Things to Consider","HIV is an STD, an STI is a sexually transmitted infection while and STD is a sexually transmitted disease.","19danny15","4",TRUE,"246"
"#35","Things to Consider","Still, if I knew that they would be a good father, I would at least give him visitation rights so that he can spend more time with his kids","RedtheGreyFox","2",TRUE,"246"
"#36","A Tested Holiday","this is a great webtoon!","._deadinside_.","1",FALSE,"212"
"#36","A Tested Holiday","Christmas carols and over decorated trees can’t beat the holiday feeling you get from staring at a wall and smiling ","ghostted","2",FALSE,"212"
"#36","A Tested Holiday","nothing says Christmas like singing christmas songs and smoking bongs.","Fimmy Olumoroti","4",FALSE,"212"
"#36","A Tested Holiday","If I don’t see Lin Manuel Miranda once this entire WEBTOON  i will be sad ","Spice&Sugar ","2",FALSE,"212"
"#36","A Tested Holiday","Remember to cover your candy canes!! XD","gilleanfryingpan","6",FALSE,"212"
"#36","A Tested Holiday","Happy holidays guys! I hope you have a great days! If you're going to party, do it safely and happily!","AoiYeyi","8",FALSE,"212"
"#36","A Tested Holiday","Awww he's all alone ","Tori.lm","2",FALSE,"212"
"#36","A Tested Holiday","Merry Christmas and happy holidays to everyone!!","potato ruler","3",FALSE,"212"
"#36","A Tested Holiday","I JUST STARTED THIS WEBTOON YESTERDAY AND IM IN LOVE OMG OMG","(<U+30CE><U+0CA0><U+76CA><U+0CA0>)<U+30CE> nmn","6",FALSE,"212"
"#36","A Tested Holiday","Does it really say ZERO COMMENTS?! I dOn’T BeliEve It!!Merry Christmas everyone, or happy Hanukkah or Kwanza! Hope everyone’s enjoying their holiday and spending it with family and friends!<U+2764><U+FE0F>","<U+0001F913><U+0001F496><U+0001F531>ATHENA<U+0001F531><U+0001F496><U+0001F913>","12",FALSE,"212"
"#37","HAPPY NEW YEAR!!!!!","HAPPY NEW YEAR!!!","gilleanfryingpan","1",FALSE,"175"
"#37","HAPPY NEW YEAR!!!!!","No comments my frig- wait SWEET MOTHER OF PHILLIP THERES ONLY A REW COMMENTS HWO DOD THIS HAPPEN *silently thanks the gods of musical theatre*","Spice&Sugar ","1",FALSE,"175"
"#37","HAPPY NEW YEAR!!!!!","So I got a whole bunch of missed calls from my mom tried to call back no answer so I finally got in touch with my brother my heart sank because I have another brother Who is in attic so I thought that was the final phone call that he od & died but no this was about my mother he said don’t freak out but mommy just got diagnosed with hiv ","Cheapthrill_Xo","5",FALSE,"175"
"#37","HAPPY NEW YEAR!!!!!","She is the most kindest gentlest most beautiful list person in the world not only did she help random people especially homeless she would always help animals she is a recovering addict and I am to when I was in active addiction I made her relapse, then when I moved away to get help she relapsed every month from there and you all know what happens when you run out of money when your a woman","Cheapthrill_Xo","3",TRUE,"175"
"#37","HAPPY NEW YEAR!!!!!","She was never promiscuous land she cries a lot because my stepfather died in the recent husband has passed away from alcohol she doesn’t think that she is lava back or that any good man would come around her way she really said that she is OK with dying alone so if she had any relationship with anybody it was for drugs and it completely broke my heart to think my mother messed up a couple times and she was completely doomed for life","Cheapthrill_Xo","3",TRUE,"175"
"#37","HAPPY NEW YEAR!!!!!","So I put on the bravest face I could and told her you are going to be OK this does not to fight you we are in 2018 they have so much help and resources and knowledge of the stuff that even if it’s there it will be undetected, but in the back of my mind I couldn’t stop hurting and thinking she was going to die even sooner, my grandpa and aunt died of aids one from a dirty needle another from *** they died within months so I was so sick to my stomach ","Cheapthrill_Xo","3",TRUE,"175"
"#37","HAPPY NEW YEAR!!!!!","Couple days past then she says that the doctors mis did something and she may not have it so she got retested we waited almost a months a lot of time for her to think for all of us to and we were okay we had accepted gods will so on  Christmas she said I have to give you your present over the phone I moved to Tampa she’s in ny so I said okay weirdly like what could it be and she shouted out the test came back negative AND SHE DOESNT HAVE HIV ","Cheapthrill_Xo","3",TRUE,"175"
"#37","HAPPY NEW YEAR!!!!!","We couldn’t have been more happy, but if anyone of you who read this and think well whatever she don’t got it but I do pls don’t ever feel like that none of this is who you are it does not change the person you are it will never make you a monster or disgusting, you guys have a purpose now more then ever there is help for all of us and when I say all I don’t mean I have hiv I mean I need help to for the stuff I struggle with we’re humans all flawed all not perfect all bleed the same red ","Cheapthrill_Xo","3",TRUE,"175"
"#37","HAPPY NEW YEAR!!!!!","I pray every one. Finds peace in there situation may it be big or lil we all deserve to be genuinely happy genuinely loved, happy New Year’s Eve guys pls go get tested just Incase I know it’s scary but you rather tackle this now while you have so many options of support and help","Cheapthrill_Xo","3",TRUE,"175"
"#37","HAPPY NEW YEAR!!!!!","Ps sorry for the long story wish we could write more then 500 characters and if I misspelled or have words that don’t make sense pls give all the credit to my speech text , HAPPY NEW YEARS AGAIN GUYS","Cheapthrill_Xo","3",TRUE,"175"
"#37","HAPPY NEW YEAR!!!!!","You have a adventurous life my sympathies and happy new year thanks for sharing ","Spice&Sugar ","2",TRUE,"175"
"#37","HAPPY NEW YEAR!!!!!","Thank you for telling your story. We wish you a very happy New Year!! Addiction is difficult and heart breaking, but remember it is a disease. You’re an amazing unique person and so are your family members. We can help you find help whenever you’re open to it. Send us a DM on our Instagram @ygetit or check out our resource posts about addiction.","TESTED @YGetIt on IG","2",TRUE,"175"
"#37","HAPPY NEW YEAR!!!!!","Thank you so much notgaybutnot straight thank you for listening so wish I can say everything else had a happy ending but it’s okay because people like you make this life thing so much easier esp with the love and support happy New Years to you and yours may god bless you in a bundance<U+2728>","Cheapthrill_Xo","2",TRUE,"175"
"#37","HAPPY NEW YEAR!!!!!","Happy new year everyone","potato ruler","3",FALSE,"175"
"#37","HAPPY NEW YEAR!!!!!","Happy Holidays and New Year...cant wait for future episodes(we still need to see how all the drama plays out)","awesomealex134","3",FALSE,"175"
"#37","HAPPY NEW YEAR!!!!!","Hmmmmm, am I seeing wrong or are there no coments?....this looks su***iously weird....welp whatever top coment \(•-•)/","pepsi1boy","6",FALSE,"175"
"#37","HAPPY NEW YEAR!!!!!","Shoot for the starts","Lily23","4",TRUE,"175"
"#37","HAPPY NEW YEAR!!!!!","You guys are so talented amazing kind and really beautiful people thank you for allowing me to tell it and will deff check out and subscribe thank yougs happy New Years to you may all your goals and dreams be met this year<U+2728> from my family to all of yours at tested thank you so much author ","Cheapthrill_Xo","2",TRUE,"175"
"#37","HAPPY NEW YEAR!!!!!","Be sure to contact your medical provider with medical concerns.  Here are some additional resources that may help.  1)            HIV Testing https://bit.ly/2ys7bM6 2)            How to talk about substance abuse:  https://combataddiction.ny.gov/ 3)            Addiction treatment New York: https://findaddictiontreatment.ny.gov/ 4)            Addiction treatment in the US. http://addictionhelp.today/ 5)            What's Undetectable (U=U) https://bit.ly/2sgKLrb ,  https://bit.ly/2TG1rUG","TESTED @YGetIt on IG","0",TRUE,"175"
"#38","Season 4 Shadowing ","Oh no this poor sweet girl has no idea her dads still-","PeachyBoi","1",FALSE,"186"
